Nome,Email,Regione,Provincia
Podere Gaiaschi,vini@poderegaiaschi.it,Emilia Romagna,Piacenza
Podere Vecciano,poderevecciano@gmail.com,Emilia Romagna,Rimini
Podere dell&#039;Angelo,info@vinipoderedellangelo.it,Emilia Romagna,Rimini
Poderi Fiorini,fiorini@poderifiorini.com,Emilia Romagna,Modena
Poderi delle Rocche,info@poderidellerocche.it,Emilia Romagna,Bologna
Poggio della Dogana,info.poggiodelladogana@rdcpdd.com,Emilia Romagna,Forli Cesena
Quarticello,info@quarticello.it,Emilia Romagna,Reggio Emilia
Randi,info@randivini.it,Emilia Romagna,Ravenna
Roberto Balugani,r.balugani@gmail.com,Emilia Romagna,Modena
Romagnoli,info@cantineromagnoli.it,Emilia Romagna,Piacenza
Rontana,info@rontana.it,Emilia Romagna,Ravenna
Rossi Terre di Cuccagna,info@terredicuccagna.com,Emilia Romagna,Piacenza
Sgarzi Luigi,sgarzi@cantinesgarzi.com,Emilia Romagna,Bologna
Società Agricola I Sabbioni,info@isabbioni.it,Emilia Romagna,Forli Cesena
Stefano Ferrucci Viticoltore,info@stefanoferrucci.it,Emilia Romagna,Ravenna
Tenuta Amalia,segreteria@tenutaamalia.it,Emilia Romagna,Forli Cesena
Tenuta Bonzara,info@bonzara.it,Emilia Romagna,Bologna
Tenuta Casali,info@tenutacasali.it,Emilia Romagna,Forli Cesena
Tenuta Croci,croci@vinicroci.com,Emilia Romagna,Piacenza
Tenuta Diavoletto,info@tenutadiavoletto.com,Emilia Romagna,Forli Cesena
Tenuta Ferraia,quality@robertomanara.it,Emilia Romagna,Piacenza
Tenuta Folesano,info@folesano.it,Emilia Romagna,Bologna
Tenuta Galvana Superiore,info@vinigalvanasuperiore.com,Emilia Romagna,Modena
Tenuta La Bertuzza,info@labertuzza.it,Emilia Romagna,Piacenza
Tenuta La Piccola,info@tenutalapiccola.it,Emilia Romagna,Reggio Emilia
Tenuta La Ratta,info@tenutalaratta.it,Emilia Romagna,Piacenza
Tenuta Mara,info@tenutamara.com,Emilia Romagna,Rimini
Tenuta Montecatone,info@tenutamontecatone.com,Emilia Romagna,Bologna
Tenuta Neri,info@tenutaneri.com,Emilia Romagna,Forli Cesena
Tenuta Pernice,info@tenutapernice.com,Emilia Romagna,Piacenza
Tenuta Pertinello,info@tenutapertinello.it,Emilia Romagna,Forli Cesena
Tenuta Saiano,info@tenutasaiano.it,Emilia Romagna,Rimini
Tenuta Uccellina,info@tenutauccellina.com,Emilia Romagna,Ravenna
Tenuta Vandelli,info@tenutavandelli.it,Emilia Romagna,Modena
Tenuta Villa Tavernago,info@tenutavillatavernago.it,Emilia Romagna,Piacenza
Tenuta del Monsignore,bacco@tenutadelmonsignore.com,Emilia Romagna,Rimini
Terra di Brisighella,info@brisighello.net,Emilia Romagna,Ravenna
Tizzano,info@tizzano.it,Emilia Romagna,Bologna
Tomasetti Family Winery,gtomasetti@iol.it,Emilia Romagna,Parma
Vigne di San Lorenzo,info@campiume.it,Emilia Romagna,Ravenna
Vigneto San Vito,info@vignetosanvito.it,Emilia Romagna,Bologna
Vigneto delle Terre Rosse,info@vignetoterrerosse.com,Emilia Romagna,Bologna
Villa Oppi,stefano@imedhia.com,Emilia Romagna,Piacenza
Villa Venti,info@villaventi.it,Emilia Romagna,Forli Cesena
Vini Molinari,info@vinimolinari.it,Emilia Romagna,Bologna
Vitivinicola Rota,info@vitivinicolarota.it,Emilia Romagna,Reggio Emilia
Azienda Agricola Accordini,info@accordinivini.com,Friuli Venezia Giulia,Udine
Azienda Agricola Bandut,colutta@colutta.it,Friuli Venezia Giulia,Udine
Azienda Agricola Berra Anna,annaberra@libero.it,Friuli Venezia Giulia,Udine
Azienda Agricola Blason,info@blasonwines.it,Friuli Venezia Giulia,Gorizia
Azienda Agricola Borgo delle Rose,info@borgodellerose.it,Friuli Venezia Giulia,Pordenone
Azienda Agricola Bortolusso,bortolusso@bortolusso.it,Friuli Venezia Giulia,Udine
Azienda Agricola Buiatti Livio e Claudio,info@buiattivini.it,Friuli Venezia Giulia,Udine
Azienda Agricola Bulfon Emilio,bulfon@bulfon.it,Friuli Venezia Giulia,Pordenone
Azienda Agricola Buzzinelli Maurizio,info@buzzinelli.it,Friuli Venezia Giulia,Gorizia
Azienda Agricola Ca&#039; De Mocenigo,info@cademocenigo.com,Friuli Venezia Giulia,Pordenone
Azienda Agricola Ca&#039; Ronesca,caronesca@caronesca.it,Friuli Venezia Giulia,Gorizia
Azienda Agricola Ca&#039; Tullio,info@catullio.it,Friuli Venezia Giulia,Udine
Azienda Agricola Cantarutti Alfieri,info@cantaruttialfieri.it,Friuli Venezia Giulia,Udine
Azienda Agricola Col Longone,vigneti@col-longone.com,Friuli Venezia Giulia,Pordenone
Azienda Agricola Colja Jožko,info@jcolja.eu,Friuli Venezia Giulia,Trieste
Azienda Agricola Colle Duga,info@colleduga.com,Friuli Venezia Giulia,Gorizia
Azienda Agricola Comelli Andrea,info@comelliandrea.com,Friuli Venezia Giulia,Udine
Azienda Agricola Comelli Paolini,comelli@comelli.it,Friuli Venezia Giulia,Udine
Azienda Agricola Cozzarolo,info@cozzarolo.it,Friuli Venezia Giulia,Udine
Azienda Agricola Do Ville,info@doville.it,Friuli Venezia Giulia,Gorizia
Azienda Agricola Dorigo Girolamo,info@montsclapade.com,Friuli Venezia Giulia,Udine
Azienda Agricola Ermacora,info@ermacora.it,Friuli Venezia Giulia,Udine
Azienda Agricola Feresin Davide,davide@feresin.it,Friuli Venezia Giulia,Gorizia
Azienda Agricola Foffani,foffani@foffani.it,Friuli Venezia Giulia,Udine
Azienda Agricola Gradnik Eredi,gradnik@gradnik.it,Friuli Venezia Giulia,Gorizia
Azienda Agricola Grillo Iole,info@vinigrillo.it,Friuli Venezia Giulia,Udine
Azienda Agricola I Comelli,info@icomelli.com,Friuli Venezia Giulia,Udine
Azienda Agricola Jacuss,jacuss@jacuss.com,Friuli Venezia Giulia,Udine
Azienda Agricola Keber Renato,renatokeber@libero.it,Friuli Venezia Giulia,Gorizia
Azienda Agricola La Buse dal Lof,info@almonastero.com,Friuli Venezia Giulia,Udine
Azienda Agricola La Magnolia,info@vinilamagnolia.it,Friuli Venezia Giulia,Udine
Azienda Agricola La Rajade,info@larajade.it,Friuli Venezia Giulia,Gorizia
Azienda Agricola Marinig,info@marinig.it,Friuli Venezia Giulia,Udine
Azienda Agricola Meroi Davino,info@meroidavino.com,Friuli Venezia Giulia,Udine
Azienda Agricola Midolini,cantina@midolini.com,Friuli Venezia Giulia,Udine
Azienda Agricola Monai Dino,info@monaidino.com,Friuli Venezia Giulia,Udine
Azienda Agricola Moschetta,info@moschetta.it,Friuli Venezia Giulia,Pordenone
Azienda Agricola Nadali,info@nadali.it,Friuli Venezia Giulia,Gorizia
Azienda Agricola Obiz,info@obiz.it,Friuli Venezia Giulia,Udine
Azienda Agricola Pecorari Pierpaolo,info@pierpaolopecorari.it,Friuli Venezia Giulia,Gorizia
Azienda Agricola Petrucco,info@vinipetrucco.it,Friuli Venezia Giulia,Udine
Azienda Agricola Pizzulin Denis,info@pizzulin.com,Friuli Venezia Giulia,Udine
Azienda Agricola Pradio,info@pradio.it,Friuli Venezia Giulia,Udine
Azienda Agricola Principi di Porcia e Brugnera,porcia@porcia.com,Friuli Venezia Giulia,Pordenone
Azienda Agricola RoncSoreli,info@roncsoreli.com,Friuli Venezia Giulia,Udine
Azienda Agricola Ronco Severo di Novello,info@roncosevero.it,Friuli Venezia Giulia,Udine
Azienda Agricola Ronco del Gelso,info@roncodelgelso.com,Friuli Venezia Giulia,Gorizia
Azienda Agricola San Simone,info@sansimone.it,Friuli Venezia Giulia,Pordenone
Azienda Agricola Scubla Roberto,info@scubla.com,Friuli Venezia Giulia,Udine
Azienda Agricola Skerk,info@skerk.com,Friuli Venezia Giulia,Trieste
Azienda Agricola Stocco,info@vinistocco.it,Friuli Venezia Giulia,Udine
Azienda Agricola Tacoli Asquini,vinitacoliasquini@gmail.com,Friuli Venezia Giulia,Udine
Azienda Agricola Venica &amp; Venica,venica@venica.it,Friuli Venezia Giulia,Gorizia
Azienda Agricola Zidarich,info@zidarich.it,Friuli Venezia Giulia,Trieste
Azienda Agricola Zof,info@zof.it,Friuli Venezia Giulia,Udine
Azienda Agricola Zorzettig,info@zorzettigvini.it,Friuli Venezia Giulia,Udine
Azienda Valchiarò,info@valchiaro.it,Friuli Venezia Giulia,Udine
Azienda Vinicola De Lorenzi Paolo,info@delorenzivini.com,Friuli Venezia Giulia,Pordenone
Azienda Vitivinicola Ariis,laura@viniariis.it,Friuli Venezia Giulia,Udine
Azienda Vitivinicola Casali Aurelia,info@casaliaurelia.com,Friuli Venezia Giulia,Udine
Azienda Vitivinicola Ronco di Prepotto,info@roncodiprepotto.com,Friuli Venezia Giulia,Udine
Aziende Agricole Bennati,colmello@xnet.it,Friuli Venezia Giulia,Gorizia
Bidoli,bidolivini@bidolivini.com,Friuli Venezia Giulia,Udine
Borgo Claudius,info@borgoclaudius.it,Friuli Venezia Giulia,Udine
Borgo Magredo,info@genagricola.it,Friuli Venezia Giulia,Pordenone
Bressan Mastri Vinai,bressanwines@tin.it,Friuli Venezia Giulia,Gorizia
Ca&#039; dei Faggi,info@cadeifaggi.it,Friuli Venezia Giulia,Udine
Cabert,info@cabert.it,Friuli Venezia Giulia,Udine
Cantina Produttori di Ramuscello e San Vito,info@cantinaramuscello.it,Friuli Venezia Giulia,Pordenone
Cantina Sociale di Rauscedo,info@cantinarauscedo.com,Friuli Venezia Giulia,Pordenone
Cantine G. Pavan,vinipavan@vinipavan.it,Friuli Venezia Giulia,Pordenone
Casa Vinicola Antonutti,info@antonuttivini.it,Friuli Venezia Giulia,Udine
Castello di Arcano Superiore,info@castellodiarcano.it,Friuli Venezia Giulia,Udine
Castelvecchio,info@castelvecchio.com,Friuli Venezia Giulia,Gorizia
Coda delle More,info@codadellemore.com,Friuli Venezia Giulia,Pordenone
Di Gaspero,ladigaspar@gmail.com,Friuli Venezia Giulia,Udine
Domus Vini,info@domusvini.eu,Friuli Venezia Giulia,Pordenone
Fattoria Clementin,info@fattoriaclementin.it,Friuli Venezia Giulia,Udine
Forchir Viticoltori in Friuli,forchir@forchir.it,Friuli Venezia Giulia,Pordenone
Fossa Mala,info@fossamala.it,Friuli Venezia Giulia,Pordenone
Gori Agricola,gori@goriagricola.it,Friuli Venezia Giulia,Udine
I Feudi di Romans,info@ifeudidiromans.it,Friuli Venezia Giulia,Gorizia
Lis Fadis,info@lisfadis.com,Friuli Venezia Giulia,Udine
Mangilli,mangilli@mangilli.it,Friuli Venezia Giulia,Udine
Maurizio Zaccomar,info@zaccomer.it,Friuli Venezia Giulia,Udine
Michele Moschioni,info@moschioni.eu,Friuli Venezia Giulia,Udine
Monviert Società Semplice Agricola,info@monviert.com,Friuli Venezia Giulia,Udine
Paraschos,info@paraschos.it,Friuli Venezia Giulia,Gorizia
Parovel Vigneti Oliveti 1898,info@parovel.com,Friuli Venezia Giulia,Trieste
Piera 1899,welcome@piera1899.com,Friuli Venezia Giulia,Pordenone
Pitars,info@pitars.it,Friuli Venezia Giulia,Pordenone
Poggiobello,export@genagricola.it,Friuli Venezia Giulia,Udine
Sant&#039;Elena,info@sant-elena.com,Friuli Venezia Giulia,Gorizia
Scarbolo,info@scarbolo.com,Friuli Venezia Giulia,Udine
Sergio Pitticco,info@pitticco.com,Friuli Venezia Giulia,Udine
Sergio Scarbolo,info@scarbolosergio.com,Friuli Venezia Giulia,Udine
Sirch,info@sirchwine.com,Friuli Venezia Giulia,Udine
Snidero,info@snidero.it,Friuli Venezia Giulia,Udine
Società Agricola Komjanc Alessio,info@komjancalessio.com,Friuli Venezia Giulia,Gorizia
Società Agricola Policreti,info@policreti.it,Friuli Venezia Giulia,Pordenone
Tenuta La Ponca,info@laponca.it,Friuli Venezia Giulia,Gorizia
Tenuta Luisa,info@tenutaluisa.it,Friuli Venezia Giulia,Gorizia
Tenuta Pinni,info@tenutapinni.it,Friuli Venezia Giulia,Pordenone
Tenuta di Blasig,info@tenutadiblasig.it,Friuli Venezia Giulia,Gorizia
Teresa Raiz,info@teresaraiz.it,Friuli Venezia Giulia,Udine
Terre di Ger,info@terrediger.it,Friuli Venezia Giulia,Pordenone
Valpanera,valpanera@tin.it,Friuli Venezia Giulia,Udine
Vigna Lenuzza,tanika@vignalenuzza.it,Friuli Venezia Giulia,Udine
Vigneti Pittaro Pietro,info@vignetipittaro.com,Friuli Venezia Giulia,Udine
Villa Rubini,info@villarubini.net,Friuli Venezia Giulia,Udine
Villa Vitas,info@vitas.it,Friuli Venezia Giulia,Udine
Villa de Puppi,info@depuppi.it,Friuli Venezia Giulia,Udine
Vini La Delizia,info@ladelizia.com,Friuli Venezia Giulia,Pordenone
Vini Lunardelli,alelun@tin.it,Friuli Venezia Giulia,Udine
Vinopera,vinopera@vinopera.it,Friuli Venezia Giulia,Pordenone
Vistorta,vistorta@vistorta.it,Friuli Venezia Giulia,Pordenone
Vodopivec,vodopivec@vodopivec.it,Friuli Venezia Giulia,Trieste
Antiche Cantine Mario Terenzi,info@antichecantine.it,Lazio,Frosinone
Azienda Agricola Carpineti Marco,info@marcocarpineti.com,Lazio,Latina
Azienda Agricola Cavalieri,aziendaagricola@cavalieri.it,Lazio,Roma
Azienda Agricola Colle Tonno,antonio.dicosimo@dicosimo.it,Lazio,Frosinone
Azienda Agricola Ganci,info@cantinaganci.com,Lazio,Latina
Azienda Agricola La Certosa,antonio.cosmi@tin.it,Lazio,Roma
Azienda Agricola Lolli,pietro.lolli2011@libero.it,Lazio,Frosinone
Azienda Agricola Mazziotti,mazziottiwines@libero.it,Lazio,Viterbo
Azienda Agricola Pesoli Giulio,cantine.pesoli@inwind.it,Lazio,Roma
Azienda Agricola Poggio alla Meta,poggioallameta@gmail.com,Lazio,Frosinone
Azienda Agricola Quattrocchi,info@viniquattrocchi.it,Lazio,Roma
Azienda Agricola Valle Vermiglia,aziendaagricola@vallevermiglia.it,Lazio,Roma
Azienda Vinicola La Rasenna,aziendalarasenna@alice.it,Lazio,Roma
Azienda Vinicola Tenuta di Pietra Porzia,info@tenutadipietraporzia.it,Lazio,Roma
Azienda Vitivinicola Ceracchi,info@vini-ceracchi.it,Lazio,Roma
Azienda Vitivinicola Colle Picchioni,info@collepicchioni.it,Lazio,Roma
Belardi,info@cantinabelardi.com,Lazio,Roma
Cantina Cerquetta,info@cantinacerquetta.it,Lazio,Roma
Cantina Montecorvino,info@cantinamontecorvino.it,Lazio,Latina
Cantina Sociale Cerveteri,info@cantinacerveteri.it,Lazio,Roma
Cantine Colli di Catone,company@collidicatone.it,Lazio,Roma
Cantine Conte Zandotti,info@cantinecontezandotti.it,Lazio,Roma
Cantine Nicolini,cantinenicolini@hotmail.it,Lazio,Roma
Carla Onofri,cantinaonofri@gmail.com,Lazio,Viterbo
Casalgentile,info@casalgentilevini.it,Lazio,Roma
Casalmartino,info@casalmartino.com,Lazio,Roma
Casata Mergè,almavini@almavini.it,Lazio,Roma
Ferri,aziendaferrivini@gmail.com,Lazio,Roma
Francesca Cardone Donati,info@cantinacardone.it,Lazio,Roma
Gotto D&#039;Oro,info@gottodoro.it,Lazio,Roma
Paolo e Noemia d&#039;Amico,info@damicowines.it,Lazio,Viterbo
Schiavella,info@schiavella.it,Lazio,Roma
Tenuta Casciani,info@tenutacasciani.com,Lazio,Viterbo
Tenuta Pietrapinta,info@pietrapinta.com,Lazio,Latina
Tenuta Principe Pallavicini,info@principepallavicini.com,Lazio,Roma
Terenzi Giovanni,armando.t@viniterenzi.com,Lazio,Frosinone
Villa Caviciana,info@villacaviciana.com,Lazio,Viterbo
Viticoltori dei Colli Cimini,info@collicimini.it,Lazio,Viterbo
Azienda Agricola Guglielmi Enzo,info@enzoguglielmi.it,Liguria,Imperia
Azienda Agricola Ka* Mancinè,kamancine@libero.it,Liguria,Imperia
Azienda Agricola Luciano Capellini,capellini@vinbun.it,Liguria,La Spezia
Azienda Agricola Pino Gino,info@pinogino.it,Liguria,Genova
Azienda Agricola Poggi dell&#039;Elmo,poggidellelmo@gmail.com,Liguria,Imperia
Azienda Agricola Santa Caterina,info@santacaterina-sarzana.it,Liguria,La Spezia
Azienda Agricola Scorza Cesare,info@burasca.com,Liguria,La Spezia
Azienda Agricola Terra di Bargón,info@terradibargon.com,Liguria,La Spezia
Azienda Agricola Zangani,box@zangani.it,Liguria,La Spezia
Begasti,info@begasti.it,Liguria,La Spezia
Cantina Sancio,cantinasancio@libero.it,Liguria,Savona
Cantina Sassarini Natale,shop.cantinasassarini@gmail.com,Liguria,La Spezia
Cantine Calleri,cantinecalleri@gmail.com,Liguria,Savona
Cantine Litàn,litanfc@libero.it,Liguria,La Spezia
Cantine del Rossese,info@cantinagajaudo.com,Liguria,Imperia
Cascina Praié,praievino@alice.it,Liguria,Savona
Casina Feipu dei Massaretti,mirco.mastroianni.albenga@gmail.com,Liguria,Savona
Cián du Giorgi,info@ciandugiorgiwinery.com,Liguria,La Spezia
Coperativa Agricoltura Cinque Terre,info5t@cantinacinqueterre.com,Liguria,La Spezia
Fontanacota,info@fontanacota.it,Liguria,Imperia
Foresti,info@forestiwine.it,Liguria,Imperia
Fratelli Giannarelli,info@fratelligiannarelli.com,Liguria,La Spezia
Gianan,infogianan@gmail.com,Liguria,Imperia
Guglierame,mail@ormeasco-guglierame.it,Liguria,Imperia
La Cantina Levantese,cantinalevantese@libero.it,Liguria,La Spezia
Laura Aschero,lauraaschero@uno.it,Liguria,Imperia
Lunae,bosoni@cantinelunae.com,Liguria,La Spezia
Mauro Antonio Zino,orengolaura@alice.it,Liguria,Imperia
Podere Grecale,serena@poderegrecale.it,Liguria,Imperia
Podere del Maro,info@poderedelmaro.it,Liguria,Imperia
Prima Terra,info@primaterra.it,Liguria,La Spezia
Rovebella,info@rovebella.it,Liguria,Imperia
Società Agricola Lupi,lupi@casalupi.it,Liguria,Imperia
Tenuta Anfosso,tenutanfosso@libero.it,Liguria,Imperia
Tenuta La Ghiaia,info@tenutalaghiaia.it,Liguria,La Spezia
Tenuta Olmarello,tenutaolmarello@gmail.com,Liguria,La Spezia
Vini Bisson,bisson@bissonvini.it,Liguria,Genova
Antica Casa Visconti,info@viscontiwines.it,Lombardia,Brescia
Azienda Agricola Agnes,info@fratelliagnes.it,Lombardia,Pavia
Azienda Agricola Alziati Annibale,info@gaggiarone.it,Lombardia,Pavia
Azienda Agricola Anteo,info@anteovini.it,Lombardia,Pavia
Azienda Agricola Averoldi Francesco,info@averoldifrancesco.it,Lombardia,Brescia
Azienda Agricola Benedetto Tognazzi,agricolatognazzivini@libero.it,Lombardia,Brescia
Azienda Agricola Bertagna,info@cantinabertagna.it,Lombardia,Mantova
Azienda Agricola Biava,diego@aziendabiava.it,Lombardia,Bergamo
Azienda Agricola Bosio,info@bosiofranciacorta.it,Lombardia,Brescia
Azienda Agricola Bottarelli,info@agricolabottarelli.com,Lombardia,Brescia
Azienda Agricola Ca&#039; Montebello,info@camontebello.it,Lombardia,Pavia
Azienda Agricola Ca&#039; di Frara,cadifrara@cadifrara.com,Lombardia,Pavia
Azienda Agricola Cabanon,info@cabanon.it,Lombardia,Pavia
Azienda Agricola Casa Ré,info@casare.com,Lombardia,Pavia
Azienda Agricola Cascina Casola,info@cascinacasola.it,Lombardia,Brescia
Azienda Agricola Caven,info@cavencamuna.it,Lombardia,Sondrio
Azienda Agricola Comincioli,info@comincioli.it,Lombardia,Brescia
Azienda Agricola Consolati,info@moustachenoire.com,Lombardia,Brescia
Azienda Agricola Cornaleto,info@cornaleto.it,Lombardia,Brescia
Azienda Agricola Dezza 1890,info@dezza1890.com,Lombardia,Pavia
Azienda Agricola Faletti Cavalli,azagr@cavallifaletti.it,Lombardia,Bergamo
Azienda Agricola Fejoia,info@fejoia.it,Lombardia,Bergamo
Azienda Agricola Finigeto,info@finigeto.com,Lombardia,Pavia
Azienda Agricola Franzosi,info@cantinefranzosi.it,Lombardia,Brescia
Azienda Agricola Fratelli Berlucchi,info@fratelliberlucchi.it,Lombardia,Brescia
Azienda Agricola Fratelli Ferrari,info@azagrflliferrari.it,Lombardia,Pavia
Azienda Agricola Gravanago,info@gravanago.it,Lombardia,Pavia
Azienda Agricola Gruppo Vignaioli,info@gruppovignaioli.it,Lombardia,Milano
Azienda Agricola Guglielmini Giuseppe,info@viniguglielmini.com,Lombardia,Pavia
Azienda Agricola I Gessi,info@cantineigessi.it,Lombardia,Pavia
Azienda Agricola Il Dosso,info@agricolaildosso.it,Lombardia,Brescia
Azienda Agricola La Basia,info@labasia.it,Lombardia,Brescia
Azienda Agricola La Bironda,labironda@gmail.com,Lombardia,Bergamo
Azienda Agricola La Brugherata,info@labrugherata.it,Lombardia,Bergamo
Azienda Agricola La Prendina,laprendina@gmail.com,Lombardia,Mantova
Azienda Agricola La Rocchetta,info@larocchetta.it,Lombardia,Bergamo
Azienda Agricola La Rodola,info@larodola.it,Lombardia,Bergamo
Azienda Agricola La Rovere,info@larovere.org,Lombardia,Bergamo
Azienda Agricola Le Corne,info@lecorne.it,Lombardia,Bergamo
Azienda Agricola Le Gaine,info@legaine.it,Lombardia,Brescia
Azienda Agricola Leali,info@fattoriacagranda.it,Lombardia,Brescia
Azienda Agricola Lenza,info@lenzafranciacorta.it,Lombardia,Brescia
Azienda Agricola Lo Sparviere,info@losparviere.it,Lombardia,Brescia
Azienda Agricola Locatelli Caffi,info@locatellicaffi.it,Lombardia,Bergamo
Azienda Agricola Luca Faccinelli,info@lucafaccinelli.it,Lombardia,Sondrio
Azienda Agricola Lurani Cernuschi,cantina@luranicernuschi.it,Lombardia,Bergamo
Azienda Agricola Maggi Francesco,info@maggifrancesco.it,Lombardia,Pavia
Azienda Agricola Maria Capretti,info@vignetopusterla.com,Lombardia,Brescia
Azienda Agricola Marsetti Alberto,info@marsetti.it,Lombardia,Sondrio
Azienda Agricola Masserino,aziendaagricola@masserino.it,Lombardia,Brescia
Azienda Agricola Montenato Griffini,info@montenatogriffini.it,Lombardia,Pavia
